Unnamed: 0,Name,Symbol,MarketCap,Price,Country,name,codice,pricecap,price,country
2740.0,ChargePoint,CHPT,$3.85 B,$11.26,USA,ChargePoint,CHPT,$4.05 B,$11.88,USA
2741.0,Persistent Systems,PERSISTENT.NS,$3.84 B,$50.37,India,Persistent Systems,PERSISTENT.NS,$3.73 B,$48.91,India
2742.0,UMB Financial,UMBF,$3.84 B,$79.66,USA,UMB Financial,UMBF,$4.19 B,$86.91,USA
2743.0,Altair Engineering,ALTR,$3.84 B,$48.01,USA,Altair Engineering,ALTR,$3.98 B,$49.78,USA
2744.0,PrairieSky Royalty,PSK.TO,$3.84 B,$16.09,Canada,PrairieSky Royalty,PSK.TO,$4.06 B,$17.01,Canada
2745.0,Thyssenkrupp,TKA.F,$3.84 B,$6.12,Germany,Thyssenkrupp,TKA.F,$4.72 B,$7.59,Germany
2746.0,Enerplus,ERF,$3.84 B,$16.92,Canada,Enerplus,ERF,$3.89 B,$17.38,Canada
2747.0,MINISO Group,MNSO,$3.83 B,$11.39,China,MINISO Group,MNSO,$4.56 B,$14.40,China
2748.0,PBBank (Public Bank Bhd),1295.KL,$3.83 B,$0.99,Malaysia,PBBank (Public Bank Bhd),1295.KL,$3.84 B,$1.00,Malaysia
2749.0,China Airlines,2610.TW,$3.83 B,$0.64,Taiwan,China Airlines,2610.TW,$3.78 B,$0.63,Taiwan
2750.0,Enviva,EVA,$3.83 B,$57.22,USA,Enviva,EVA,$3.42 B,$51.14,USA
2751.0,Oberbank,OBS.VI,$3.83 B,$108.56,Austria,Oberbank,OBS.VI,$3.92 B,$111.32,Austria
2752.0,Electrolux,ELUX-A.ST,$3.82 B,$17.09,Sweden,Electrolux,ELUX-A.ST,$3.95 B,$17.20,Sweden
2753.0,B2Gold,BTG,$3.82 B,$3.56,Canada,B2Gold,BTG,$4.49 B,$4.18,Canada
2754.0,Independent Bank,INDB,$3.82 B,$83.75,USA,Independent Bank,INDB,$3.72 B,$81.70,USA
2755.0,United Internet,UTDI.F,$3.81 B,$20.40,Germany,United Internet,UTDI.F,$4.40 B,$23.61,Germany
2756.0,Steadfast Group ,SDF.AX,$3.81 B,$3.69,Australia,,,,,
2757.0,Apple Hospitality REIT,APLE,$3.80 B,$16.65,USA,Apple Hospitality REIT,APLE,$3.77 B,$16.49,USA
2758.0,Nuvei,NVEI,$3.80 B,$27.04,Canada,Nuvei,NVEI,$4.63 B,$33.00,Canada
2759.0,K+S,SDF.F,$3.79 B,$19.83,Germany,K+S,SDF.F,$4.31 B,$22.52,Germany
2760.0,Beacon Roofing Supply,BECN,$3.79 B,$57.99,USA,Beacon Roofing Supply,BECN,$3.58 B,$54.73,USA
2761.0,TMBThanachart Bank (ttb),TTB.BK,$3.79 B,$0.04000,Thailand,TMBThanachart Bank (ttb),TTB.BK,$4.19 B,$0.04000,Thailand
2762.0,Tofaş Türk Otomobil Fabrikası,TOASO.IS,$3.78 B,$7.57,Turkey,Tofaş Türk Otomobil Fabrikası,TOASO.IS,$4.02 B,$8.05,Turkey
2763.0,Lawson,2651.T,$3.78 B,$37.80,Japan,Lawson,2651.T,$3.92 B,$39.17,Japan
2764.0,Société Foncière Lyonnaise,FLY.PA,$3.78 B,$88.34,France,Société Foncière Lyonnaise,FLY.PA,$3.77 B,$87.97,France
2765.0,Franklin Electric,FELE,$3.78 B,$81.65,USA,Franklin Electric,FELE,$4.00 B,$86.46,USA
2766.0,Bombardier,BBD-B.TO,$3.78 B,$40.23,Canada,Bombardier,BBD-B.TO,$4.06 B,$43.23,Canada
2767.0,Marqeta,MQ,$3.77 B,$6.93,USA,Marqeta,MQ,$3.59 B,$6.59,USA
2768.0,Savola Group,2050.SR,$3.77 B,$7.08,S. Arabia,Savola Group,2050.SR,$4.00 B,$7.51,S. Arabia
2769.0,ITV plc,ITV.L,$3.77 B,$0.94,UK,ITV plc,ITV.L,$4.11 B,$0.97,UK
2770.0,Dufry,DUFN.SW,$3.76 B,$41.47,Switzerland,Dufry,DUFN.SW,$4.12 B,$45.38,Switzerland
2771.0,Mueller Industries,MLI,$3.76 B,$66.16,USA,Mueller Industries,MLI,$3.82 B,$67.25,USA
2772.0,Indraprastha Gas,IGL.NS,$3.75 B,$5.37,India,Indraprastha Gas,IGL.NS,$3.56 B,$5.10,India
2773.0,Inchcape,INCH.L,$3.75 B,$10.04,UK,Inchcape,INCH.L,$4.66 B,$11.28,UK
2774.0,SoFi,SOFI,$3.75 B,$4.70,USA,SoFi,SOFI,$4.34 B,$5.44,USA
2775.0,Luzerner Kantonalbank,LUKN.SW,$3.75 B,$442.82,Switzerland,Luzerner Kantonalbank,LUKN.SW,$3.80 B,$448.66,Switzerland
2776.0,Onto Innovation,ONTO,$3.75 B,$75.75,USA,Onto Innovation,ONTO,$3.83 B,$77.52,USA
2777.0,Minda Industries,MINDAIND.NS,$3.75 B,$6.43,India,Minda Industries,MINDAIND.NS,$3.75 B,$6.43,India
2778.0,Lantheus Holdings,LNTH,$3.74 B,$54.40,USA,Lantheus Holdings,LNTH,$3.65 B,$53.08,USA
2779.0,Vopak,VPK.AS,$3.74 B,$29.84,Netherlands,Vopak,VPK.AS,$3.88 B,$30.94,Netherlands
2780.0,Arrowhead Pharmaceuticals,ARWR,$3.73 B,$32.85,USA,Arrowhead Pharmaceuticals,ARWR,$4.19 B,$36.82,USA
2781.0,Kangwon Land,035250.KS,$3.71 B,$18.34,S. Korea,Kangwon Land,035250.KS,$3.84 B,$18.95,S. Korea
2782.0,Freedom Holding,FRHC,$3.71 B,$62.42,zakhstan,Freedom Holding,FRHC,$3.88 B,$65.20,Kazakhstan
2783.0,Allete,ALE,$3.71 B,$65.01,USA,Allete,ALE,$3.74 B,$65.43,USA
2784.0,Lumentum,LITE,$3.71 B,$54.46,USA,Lumentum,LITE,$3.92 B,$57.58,USA
2785.0,Inari Medical,NARI,$3.71 B,$69.19,USA,Inari Medical,NARI,$3.59 B,$67.05,USA
2786.0,Bakkafrost,6BF.F,$3.70 B,$62.21,Denmark,Bakkafrost,6BF.F,$3.56 B,$60.22,Denmark
2787.0,AntarChile,ANTARCHILE.SN,$3.70 B,$8.13,Chile,AntarChile,ANTARCHILE.SN,$3.84 B,$8.44,Chile
2788.0,Aixtron,AIXA.F,$3.70 B,$32.99,Germany,Aixtron,AIXA.F,$3.44 B,$30.69,Germany
2789.0,AGL Energy,AGL.AX,$3.70 B,$5.50,Australia,AGL Energy,AGL.AX,$3.62 B,$5.39,Australia
2790.0,Huhtamäki,HUH1V.HE,$3.69 B,$35.43,Finland,Huhtamäki,HUH1V.HE,$3.92 B,$37.64,Finland
2791.0,Venture Corporation,V03.SI,$3.69 B,$12.70,Singapore,Venture Corporation,V03.SI,$3.91 B,$13.45,Singapore
2792.0,Acom,8572.T,$3.69 B,$2.36,Japan,Acom,8572.T,$3.67 B,$2.35,Japan
2793.0,Aurubis,NDA.F,$3.68 B,$84.14,Germany,Aurubis,NDA.F,$4.35 B,$99.59,Germany
2794.0,Grupo Catalana Occidente,GCO.MC,$3.68 B,$31.18,Spain,Grupo Catalana Occidente,GCO.MC,$3.73 B,$31.66,Spain
2795.0,Banco del Bajío,BBAJIOO.MX,$3.67 B,$3.09,Mexico,Banco del Bajío,BBAJIOO.MX,$4.21 B,$3.54,Mexico
2796.0,General Insurance Corporation of India,GICRE.NS,$3.67 B,$2.10,India,General Insurance Corporation of India,GICRE.NS,$3.92 B,$2.24,India
2797.0,ServisFirst Bancshares,SFBS,$3.67 B,$67.69,USA,ServisFirst Bancshares,SFBS,$3.91 B,$72.12,USA
2798.0,Rural Electrification Corp,RECLTD.NS,$3.67 B,$1.40,India,Rural Electrification Corp,RECLTD.NS,$4.00 B,$1.52,India
2799.0,SFS Group,SFSN.SW,$3.67 B,$94.61,Switzerland,SFS Group,SFSN.SW,$3.94 B,$101.60,Switzerland
2800.0,Virtu Financial,VIRT,$3.67 B,$20.16,USA,Virtu Financial,VIRT,$3.66 B,$20.14,USA
2801.0,Assured Guaranty,AGO,$3.66 B,$61.17,Bermuda,Assured Guaranty,AGO,$3.74 B,$62.39,Bermuda
2802.0,Sunoco,SUN,$3.66 B,$43.79,USA,Sunoco,SUN,$3.80 B,$45.44,USA
2803.0,Patterson-UTI Energy,PTEN,$3.65 B,$16.88,USA,Patterson-UTI Energy,PTEN,$3.76 B,$17.37,USA
2804.0,Bendigo and Adelaide Bank,BEN.AX,$3.65 B,$6.45,Australia,Bendigo and Adelaide Bank,BEN.AX,$3.98 B,$7.02,Australia
2805.0,eMemory Technology,3529.TWO,$3.65 B,$49.00,Taiwan,eMemory Technology,3529.TWO,$3.72 B,$49.87,Taiwan
2806.0,ATCO,ACO-X.TO,$3.65 B,$32.19,Canada,ATCO,ACO-X.TO,$3.69 B,$32.44,Canada
2807.0,Tate & Lyle,TATE.L,$3.65 B,$8.95,UK,Tate & Lyle,TATE.L,$3.76 B,$9.37,UK
2808.0,Abcam,ABCM,$3.64 B,$15.90,UK,Abcam,ABCM,$3.56 B,$15.55,UK
2809.0,Lundbeck,HLUN-B.CO,$3.64 B,$3.86,Denmark,Lundbeck,HLUN-B.CO,$3.82 B,$3.94,Denmark
2810.0,Innolux,3481.TW,$3.63 B,$0.38,Taiwan,Innolux,3481.TW,$3.64 B,$0.38,Taiwan
2811.0,Arcadis,ARCAD.AS,$3.63 B,$40.61,Netherlands,Arcadis,ARCAD.AS,$3.87 B,$43.31,Netherlands
2812.0,Perfect World Entertainment,002624.SZ,$3.63 B,$1.87,China,Perfect World Entertainment,002624.SZ,$3.97 B,$2.05,China
2813.0,Black Stone Minerals,BSM,$3.63 B,$17.34,USA,Black Stone Minerals,BSM,$3.50 B,$16.76,USA
2814.0,Punjab & Sind Bank,PSB.NS,$3.62 B,$0.53,India,Punjab & Sind Bank,PSB.NS,$2.75 B,$0.41,India
2815.0,Brighthouse Financial,BHF,$3.61 B,$52.32,USA,Brighthouse Financial,BHF,$3.73 B,$54.02,USA
2816.0,Korea Aerospace Industries,047810.KS,$3.61 B,$37.06,S. Korea,Korea Aerospace Industries,047810.KS,$3.75 B,$38.55,S. Korea
2817.0,Deepak Nitrite,DEEPAKNTR.NS,$3.61 B,$26.49,India,Deepak Nitrite,DEEPAKNTR.NS,$3.24 B,$23.78,India
2818.0,Vaxcyte,PCVX,$3.61 B,$45.72,USA,Vaxcyte,PCVX,$3.52 B,$44.62,USA
2819.0,Sprouts Farmers Market,SFM,$3.60 B,$34.06,USA,Sprouts Farmers Market,SFM,$3.38 B,$32.00,USA
2820.0,Chegg,CHGG,$3.60 B,$28.73,USA,Chegg,CHGG,$3.08 B,$24.62,USA
2821.0,Syneos Health,SYNH,$3.60 B,$35.02,USA,Syneos Health,SYNH,$3.59 B,$34.91,USA
2822.0,Krones,KRN.F,$3.59 B,$113.35,Germany,Krones,KRN.F,$3.64 B,$114.36,Germany
2823.0,CVB Financial,CVBF,$3.59 B,$25.70,USA,CVB Financial,CVBF,$3.57 B,$25.59,USA
2824.0,Aspen Pharmacare,APN.JO,$3.58 B,$8.00,South Africa,Aspen Pharmacare,APN.JO,$3.83 B,$8.61,South Africa
2825.0,Bank Jago,ARTO.JK,$3.58 B,$0.26,Indonesia,Bank Jago,ARTO.JK,$2.82 B,$0.20,Indonesia
2826.0,Olaplex,OLPX,$3.58 B,$5.52,USA,Olaplex,OLPX,$4.08 B,$6.30,USA
2827.0,Sanmina,SANM,$3.57 B,$62.23,USA,Sanmina,SANM,$3.50 B,$60.95,USA
2828.0,Stadler Rail,SRAIL.SW,$3.57 B,$35.75,Switzerland,Stadler Rail,SRAIL.SW,$3.93 B,$39.41,Switzerland
2829.0,Summit Materials,SUM,$3.56 B,$30.66,USA,Summit Materials,SUM,$3.79 B,$32.02,USA
2830.0,Physicians Realty Trust,DOC,$3.56 B,$14.85,USA,Physicians Realty Trust,DOC,$3.64 B,$15.17,USA
2831.0,Nordic Semiconductor,NOD.OL,$3.56 B,$18.50,Norway,Nordic Semiconductor,NOD.OL,$3.20 B,$16.77,Norway
2832.0,Zai Lab,ZLAB,$3.56 B,$35.08,China,Zai Lab,ZLAB,$4.74 B,$47.62,China
2833.0,Spire Energy,SR,$3.56 B,$67.85,USA,Spire Energy,SR,$3.84 B,$73.12,USA
2834.0,Global-e,GLBE,$3.55 B,$22.75,Israel,Global-e,GLBE,$3.80 B,$24.31,Israel
2835.0,Granite Real Estate,GRP-UN,$3.55 B,$55.87,Canada,Granite Real Estate,GRP-UN,$3.60 B,$56.56,Canada
2836.0,Evolution Mining,EVN.AX,$3.55 B,$1.94,Australia,Evolution Mining,EVN.AX,$4.25 B,$2.32,Australia
2837.0,Federal Bank,FEDERALBNK.NS,$3.55 B,$1.68,India,Federal Bank,FEDERALBNK.NS,$3.65 B,$1.73,India
2838.0,Escorts Limited,ESCORTS.NS,$3.55 B,$26.91,India,Escorts Limited,ESCORTS.NS,$3.40 B,$25.79,India
2839.0,American States Water,AWR,$3.54 B,$95.99,USA,American States Water,AWR,$3.52 B,$95.48,USA
2840.0,Array Technologies,ARRY,$3.54 B,$23.55,USA,Array Technologies,ARRY,$3.53 B,$23.47,USA
2841.0,Melisron,MLSR.TA,$3.54 B,$74.60,Israel,Melisron,MLSR.TA,$3.51 B,$73.98,Israel
2842.0,Vontobel,VONN.SW,$3.54 B,$63.51,Switzerland,Vontobel,VONN.SW,$3.85 B,$69.13,Switzerland
2843.0,Teradata,TDC,$3.53 B,$34.77,USA,Teradata,TDC,$3.37 B,$33.13,USA
2844.0,Comstock Resources,CRK,$3.53 B,$15.14,USA,Comstock Resources,CRK,$3.03 B,$12.99,USA
2845.0,Buzzi Unicem,BZU.MI,$3.53 B,$19.11,Italy,Buzzi Unicem,BZU.MI,$3.93 B,$21.19,Italy
2846.0,United Community Bank,UCBI,$3.53 B,$33.30,USA,United Community Bank,UCBI,$4.03 B,$35.10,USA
2847.0,Harvey Norman,HVN.AX,$3.53 B,$2.84,Australia,Harvey Norman,HVN.AX,$3.81 B,$3.06,Australia
2848.0,Sweco,SWEC-A.ST,$3.53 B,$10.16,Sweden,Sweco,SWEC-A.ST,$3.83 B,$10.91,Sweden
2849.0,Sprout Social,SPT,$3.52 B,$64.28,USA,Sprout Social,SPT,$3.17 B,$57.82,USA
2850.0,Instructure Holdings,INST,$3.52 B,$24.72,USA,Instructure Holdings,INST,$3.61 B,$25.39,USA
2851.0,Mercari,4385.T,$3.52 B,$21.89,Japan,Mercari,4385.T,$3.54 B,$22.02,Japan
2852.0,Inmobiliaria Colonial,COL.MC,$3.52 B,$6.63,Spain,Inmobiliaria Colonial,COL.MC,$3.87 B,$7.29,Spain
2853.0,Manchester United,MANU,$3.52 B,$21.59,UK,Manchester United,MANU,$3.74 B,$22.97,UK
2854.0,Insight Enterprises,NSIT,$3.51 B,$100.29,USA,Insight Enterprises,NSIT,$3.89 B,$111.10,USA
2855.0,Alteryx,AYX,$3.51 B,$50.92,USA,Alteryx,AYX,$3.50 B,$50.75,USA
2856.0,Dätwyler,DAE.SW,$3.51 B,$206.94,Switzerland,Dätwyler,DAE.SW,$3.87 B,$228.11,Switzerland
2857.0,Royal Unibrew,0R1.F,$3.51 B,$69.50,Denmark,Royal Unibrew,0R1.F,$3.64 B,$71.98,Denmark
2858.0,Advanced Energy,AEIS,$3.51 B,$93.91,USA,Advanced Energy,AEIS,$3.47 B,$93.00,USA
2859.0,Ubisoft,UBI.PA,$3.50 B,$27.70,France,Ubisoft,UBI.PA,$3.28 B,$22.58,France
2860.0,UniFirst,UNF,$3.50 B,$187.65,USA,UniFirst,UNF,$3.71 B,$198.79,USA
2861.0,Beijing Airport,0694.HK,$3.50 B,$0.77,China,Beijing Airport,0694.HK,$3.67 B,$0.80,China
2862.0,Ambu,AMBU-B.CO,$3.50 B,$13.72,Denmark,Ambu,AMBU-B.CO,$3.95 B,$15.50,Denmark
2863.0,BillerudKorsnäs,BILL.ST,$3.49 B,$14.03,Sweden,BillerudKorsnäs,BILL.ST,$3.10 B,$12.49,Sweden
2864.0,Nelnet,NNI,$3.49 B,$94.26,USA,Nelnet,NNI,$3.48 B,$93.88,USA
2865.0,Amicus Therapeutics,FOLD,$3.49 B,$12.45,USA,Amicus Therapeutics,FOLD,$3.60 B,$12.83,USA
2866.0,Pan American Silver,PAAS,$3.49 B,$16.60,Canada,Pan American Silver,PAAS,$3.96 B,$18.80,Canada
2867.0,PCCW,0008.HK,$3.49 B,$0.45,Hong Kong,PCCW,0008.HK,$3.74 B,$0.48,Hong Kong
2868.0,Lendlease,LLC.AX,$3.49 B,$5.07,Australia,Lendlease,LLC.AX,$3.99 B,$5.79,Australia
2869.0,DMG Mori,GIL.F,$3.48 B,$44.17,Germany,DMG Mori,GIL.F,$3.60 B,$45.50,Germany
2870.0,Direct Line Group,DLG.L,$3.48 B,$2.66,UK,Direct Line Group,DLG.L,$3.55 B,$2.13,UK
2871.0,Thai Oil,TOP.BK,$3.48 B,$1.56,Thailand,Thai Oil,TOP.BK,$3.83 B,$1.72,Thailand
2872.0,Gland Pharma,GLAND.NS,$3.48 B,$21.16,India,Gland Pharma,GLAND.NS,$2.92 B,$17.78,India
2873.0,Scorpio Tankers,STNG,$3.48 B,$56.11,Monaco,Scorpio Tankers,STNG,$3.05 B,$51.23,Monaco
2874.0,De' Longhi,DLG.MI,$3.48 B,$23.20,Italy,De' Longhi,DLG.MI,$3.73 B,$24.63,Italy
2875.0,Harmony Biosciences,HRMY,$3.47 B,$58.65,USA,Harmony Biosciences,HRMY,$2.81 B,$47.42,USA
2876.0,White Mountains Insurance Group,WTM,$3.47 B,"$1,350",Bermuda,White Mountains Insurance Group,WTM,$3.70 B,"$1,436",Bermuda
2877.0,Sarana Menara Nusantara,TOWR.JK,$3.47 B,$0.07000,Indonesia,Sarana Menara Nusantara,TOWR.JK,$3.78 B,$0.08000,Indonesia
2878.0,Mayora,D7V.F,$3.47 B,$0.15,Indonesia,Mayora,D7V.F,$3.43 B,$0.15,Indonesia
2879.0,One Medical(1Life Healthcare),ONEM,$3.46 B,$16.97,USA,,,,,
2880.0,DAQO New Energy,DQ,$3.46 B,$46.19,China,DAQO New Energy,DQ,$3.27 B,$43.65,China
2881.0,BB Biotech,BION.SW,$3.46 B,$62.97,Switzerland,BB Biotech,BION.SW,$3.55 B,$64.71,Switzerland
2882.0,Axsome Therapeutics,AXSM,$3.46 B,$79.72,USA,Axsome Therapeutics,AXSM,$2.92 B,$67.30,USA
2883.0,TietoEVRY,TIETO.HE,$3.46 B,$29.23,Finland,TietoEVRY,TIETO.HE,$3.64 B,$30.78,Finland
2884.0,Sinch,SINCH.ST,$3.45 B,$4.13,Sweden,Sinch,SINCH.ST,$4.20 B,$5.01,Sweden
2885.0,SeaWorld Entertainment,SEAS,$3.45 B,$54.11,USA,SeaWorld Entertainment,SEAS,$3.72 B,$58.34,USA
2886.0,Coromandel,COROMANDEL.NS,$3.45 B,$11.76,India,Coromandel,COROMANDEL.NS,$3.17 B,$10.81,India
2887.0,Indoritel,DNET.JK,$3.45 B,$0.24,Indonesia,Indoritel,DNET.JK,$3.74 B,$0.26,Indonesia
2888.0,G-bits Network Technology ,603444.SS,$3.45 B,$48.03,China,,,,,
2889.0,California Water Service,CWT,$3.45 B,$62.94,USA,California Water Service,CWT,$3.42 B,$62.39,USA
2890.0,Vir Biotechnology,VIR,$3.44 B,$25.90,USA,Vir Biotechnology,VIR,$3.53 B,$26.57,USA
2891.0,Lanxess,LXS.F,$3.44 B,$38.73,Germany,Lanxess,LXS.F,$4.22 B,$48.98,Germany
2892.0,The a2 Milk Company,ACOPY,$3.43 B,$4.62,New Zealand,The a2 Milk Company,ACOPY,$3.50 B,$4.78,New Zealand
2893.0,SmartCentres REIT,SRU-UN.TO,$3.43 B,$20.17,Canada,SmartCentres REIT,SRU-UN.TO,$3.60 B,$21.19,Canada
2894.0,Ambarella,AMBA,$3.43 B,$89.35,USA,Ambarella,AMBA,$3.38 B,$87.39,USA
2895.0,EVN Group,EVN.F,$3.43 B,$19.09,Austria,EVN Group,EVN.F,$3.55 B,$19.68,Austria
2896.0,Air France-KLM,AF.PA,$3.43 B,$1.34,France,Air France-KLM,AF.PA,$4.33 B,$1.69,France
2897.0,NorthWestern Corporation,NWE,$3.42 B,$57.95,USA,NorthWestern Corporation,NWE,$3.50 B,$58.60,USA
2898.0,American Equity Investment Life Holding,AEL,$3.42 B,$39.94,USA,American Equity Investment Life Holding,AEL,$3.99 B,$46.67,USA
2899.0,Greif,GEF,$3.41 B,$68.99,USA,Greif,GEF,$3.56 B,$70.53,USA
2900.0,BellRing Brands,BRBR,$3.41 B,$25.23,USA,BellRing Brands,BRBR,$3.62 B,$27.00,USA
2901.0,Voltas,VOLTAS.NS,$3.41 B,$10.32,India,Voltas,VOLTAS.NS,$3.28 B,$9.91,India
2902.0,Tsuruha Holdings,3391.T,$3.41 B,$68.99,Japan,Tsuruha Holdings,3391.T,$3.57 B,$73.55,Japan
2903.0,Qube Holdings,QUB.AX,$3.40 B,$1.93,Australia,Qube Holdings,QUB.AX,$3.60 B,$2.04,Australia
2904.0,Badger Meter,BMI,$3.40 B,$116.43,USA,Badger Meter,BMI,$3.39 B,$116.07,USA
2905.0,Adient,ADNT,$3.40 B,$35.86,Ireland,Adient,ADNT,$3.97 B,$41.88,Ireland
2906.0,Indah Kiat Pulp & Paper,INKP.JK,$3.39 B,$0.62,Indonesia,Indah Kiat Pulp & Paper,INKP.JK,$3.11 B,$0.57,Indonesia
2907.0,Foot Locker,FL,$3.39 B,$36.41,USA,Foot Locker,FL,$3.65 B,$39.19,USA
2908.0,NWS holdings,0659.HK,$3.39 B,$0.87,Hong Kong,NWS holdings,0659.HK,$3.58 B,$0.92,Hong Kong
2909.0,Halkbank,HALKB.IS,$3.39 B,$0.68,Turkey,Halkbank,HALKB.IS,$3.02 B,$0.61,Turkey
2910.0,China Lesso Group,2128.HK,$3.39 B,$1.09,China,China Lesso Group,2128.HK,$3.66 B,$1.18,China
2911.0,Douglas Emmett,DEI,$3.39 B,$16.42,USA,Douglas Emmett,DEI,$3.25 B,$15.77,USA
2912.0,Romgaz,RZ8G.F,$3.39 B,$8.30,mania,Romgaz,RZ8G.F,$3.42 B,$8.09,Romania
2913.0,Boyd Group,BYD.TO,$3.39 B,$157.89,Canada,Boyd Group,BYD.TO,$3.40 B,$158.64,Canada
2914.0,Taiwan Business Bank,2834.TW,$3.38 B,$0.42,Taiwan,Taiwan Business Bank,2834.TW,$3.56 B,$0.44,Taiwan
2915.0,AmTrust Financial Services,AFFS,$3.38 B,$17.10,USA,AmTrust Financial Services,AFFS,$3.55 B,$18.00,USA
2916.0,Renishaw,RSW.L,$3.37 B,$46.40,UK,Renishaw,RSW.L,$3.51 B,$47.90,UK
2917.0,Mayr-Melnhof,MYM.F,$3.37 B,$168.37,Austria,Mayr-Melnhof,MYM.F,$3.36 B,$167.90,Austria
2918.0,Kemper,KMPR,$3.36 B,$52.73,USA,Kemper,KMPR,$3.56 B,$55.81,USA
2919.0,Envestnet,ENV,$3.36 B,$60.84,USA,Envestnet,ENV,$3.68 B,$66.60,USA
2920.0,Meritage Homes,MTH,$3.36 B,$91.97,USA,Meritage Homes,MTH,$3.69 B,$101.03,USA
2921.0,PGE Polska,PGE.WA,$3.35 B,$1.50,Poland,PGE Polska,PGE.WA,$3.53 B,$1.57,Poland
2922.0,Hillenbrand,HI,$3.35 B,$48.73,USA,Hillenbrand,HI,$3.21 B,$46.62,USA
2923.0,Curaleaf,CURLF,$3.35 B,$4.61,USA,Curaleaf,CURLF,$2.86 B,$4.00,USA
2924.0,Hecla Mining,HL,$3.35 B,$5.53,USA,Hecla Mining,HL,$3.77 B,$6.23,USA
2925.0,Taisho Pharmaceutical,4581.T,$3.34 B,$40.81,Japan,Taisho Pharmaceutical,4581.T,$3.42 B,$41.80,Japan
2926.0,Intellia Therapeutics,NTLA,$3.34 B,$38.80,USA,Intellia Therapeutics,NTLA,$3.24 B,$37.64,USA
2927.0,easyJet,EJT1.F,$3.34 B,$4.41,UK,easyJet,EJT1.F,$4.05 B,$5.35,UK
2928.0,Nisshin Seifun Group,2002.T,$3.34 B,$11.24,Japan,Nisshin Seifun Group,2002.T,$3.69 B,$12.41,Japan
2929.0,Associated Banc-Corp,ASB,$3.34 B,$22.23,USA,Associated Banc-Corp,ASB,$3.49 B,$23.27,USA
2930.0,Stagwell,STGW,$3.34 B,$7.03,USA,Stagwell,STGW,$3.37 B,$7.11,USA
2931.0,Essential Properties Realty Trust,EPRT,$3.33 B,$23.36,USA,Essential Properties Realty Trust,EPRT,$3.49 B,$24.45,USA
2932.0,Lazard,LAZ,$3.33 B,$38.80,Bermuda,Lazard,LAZ,$3.32 B,$38.65,Bermuda
2933.0,Logista (Compañía de Distribución Integral Logista),LOG.MC,$3.33 B,$25.27,Spain,Logista (Compañía de Distribución Integral Logista),LOG.MC,$3.37 B,$25.59,Spain
2934.0,Imerys,NK.PA,$3.33 B,$39.46,France,Imerys,NK.PA,$3.48 B,$41.27,France
2935.0,Taylor Morrison,TMHC,$3.32 B,$30.71,USA,Taylor Morrison,TMHC,$3.59 B,$33.15,USA
2936.0,Ameresco,AMRC,$3.32 B,$64.03,USA,Ameresco,AMRC,$3.09 B,$59.70,USA
2937.0,Derwent London,DLN.L,$3.31 B,$29.56,UK,Derwent London,DLN.L,$3.59 B,$32.01,UK
2938.0,Neogen,NEOG,$3.31 B,$15.35,USA,Neogen,NEOG,$3.86 B,$17.86,USA
2939.0,Belden,BDC,$3.31 B,$77.49,USA,Belden,BDC,$3.46 B,$80.99,USA
2940.0,Victoria's Secret & Co,VSCO,$3.31 B,$40.98,USA,Victoria's Secret & Co,VSCO,$3.10 B,$38.39,USA
2941.0,Ameris Bancorp,ABCB,$3.31 B,$47.74,USA,Ameris Bancorp,ABCB,$3.42 B,$49.32,USA
2942.0,Rotork,ROR.L,$3.30 B,$3.85,UK,Rotork,ROR.L,$3.48 B,$4.01,UK
2943.0,Magazine Luíza,MGLU3.SA,$3.30 B,$0.50,Brazil,Magazine Luíza,MGLU3.SA,$4.49 B,$0.67,Brazil
2944.0,Tower Bersama Infrastructure,TBIG.JK,$3.30 B,$0.15,Indonesia,Tower Bersama Infrastructure,TBIG.JK,$3.09 B,$0.14,Indonesia
2945.0,Elis,ELIS.PA,$3.30 B,$14.37,France,Elis,ELIS.PA,$3.86 B,$16.79,France
2946.0,Metsä Board,METSA.HE,$3.30 B,$10.32,Finland,Metsä Board,METSA.HE,$3.32 B,$11.13,Finland
2947.0,Asana,ASAN,$3.29 B,$15.48,USA,Asana,ASAN,$3.04 B,$14.33,USA
2948.0,Gelsenwasser,WWG.F,$3.29 B,$957.85,Germany,Gelsenwasser,WWG.F,$3.47 B,"$1,010",Germany
2949.0,Encavis,ECV.F,$3.28 B,$20.43,Germany,Encavis,ECV.F,$3.28 B,$20.36,Germany
2950.0,Icade,ICAD.PA,$3.28 B,$43.44,France,Icade,ICAD.PA,$3.68 B,$48.74,France
2951.0,Land and Houses,LH.BK,$3.28 B,$0.27,Thailand,Land and Houses,LH.BK,$3.53 B,$0.30,Thailand
2952.0,Thoughtworks,TWKS,$3.28 B,$10.11,USA,Thoughtworks,TWKS,$3.53 B,$11.24,USA
2953.0,Sigma Lithium,SGML,$3.28 B,$31.70,Canada,Sigma Lithium,SGML,$3.12 B,$30.19,Canada
2954.0,Affirm,AFRM,$3.27 B,$11.30,USA,Affirm,AFRM,$3.73 B,$12.88,USA
2955.0,Vodafone Idea,IDEA.NS,$3.27 B,$0.10,India,Vodafone Idea,IDEA.NS,$2.84 B,$0.09000,India
2956.0,Playtika,PLTK,$3.26 B,$9.05,Israel,Playtika,PLTK,$3.47 B,$9.63,Israel
